取引No,来店日,来店時間,会計日,会計時間,合計,合計（10%標準）,合計（8%軽減）,合計（8%標準）,合計（非課税）,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,リソース名,ID,カテゴリー名,メニュー名,種別１,種別２,価格,注文数量,個別割引/割増数量,個別割引/割増単価,単位,個別割引/割増合計額,金券内訳,楽天Pay,出前館売掛,Uber売掛,Go to売掛,その他売掛,まとめ買い割引(税込),まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額
RB0220250905174506000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974507B6EBEB40D09015738F504C53DF,"テイクアウト","トッポッキ T.O","トッポキ","",800,1,0,0,-,0,,,,,,,,"",0,0,0,0
RB0220250905174506000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974507B6EBEB40D09015738F504C53DF,"テイクアウト","キンパ T.O","","",834,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181218296,2025/09/05,18:12:16,2025/09/05,18:58:57,8503,8503,0,0,0,7730,773,0,8503,773,0,7673,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,3,12,00:46:40,"A3",0003,"サジャニン","未設定",90C3392C2F714723AA0A06427BD3774A,"ソフトドリンク","とうもろこし茶","ホット","",400,1,0,0,-,0,0,0,0,0,0,830,0,"",0,0,0,0
HD0020250905181218296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90C3392C2F714723AA0A06427BD3774A,"ソフトドリンク","とうもろこし茶","アイス","",350,2,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181218296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90C3392C2F714723AA0A06427BD3774A,"ごはん、麺類、チジミ","チーズキンパ","","",1200,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181218296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90C3392C2F714723AA0A06427BD3774A,"お通し（席料）","席料（お通し）","","",300,3,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181218296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90C3392C2F714723AA0A06427BD3774A,"ネネチキン","ハーフ&ハーフチキン","","",3300,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181218296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90C3392C2F714723AA0A06427BD3774A,"デザート、スナック","ソトックソトック","","",350,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181218296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90C3392C2F714723AA0A06427BD3774A,"アラカルト、一品","マンドゥ（ギョウザ）ハーフ＆ハーフ","","",880,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181218296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90C3392C2F714723AA0A06427BD3774A,"フレーバー選択","ヤンニョム","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181218296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90C3392C2F714723AA0A06427BD3774A,"フレーバー選択","フライド","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
000320250905181154779,2025/09/05,19:07:06,2025/09/05,19:07:06,2314,10,2304,0,0,2144,170,0,2314,170,0,0,0,0,0,2314,0,0,0,0,0,0,0,0,0,0,0,1,4,00:00:00,"伝票00036214",0003,"サジャニン","未設定",853B90B39977464E8D313888BC5F3849,"テイクアウト","レジ袋　　何枚でも","","",10,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
000320250905181154779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853B90B39977464E8D313888BC5F3849,"テイクアウト","チーズハットク T.O","","",500,1,0,0,-,0,,,,,,,,"",0,0,0,0
000320250905181154779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853B90B39977464E8D313888BC5F3849,"テイクアウト","トッポッキ T.O","トッポキ","",800,1,0,0,-,0,,,,,,,,"",0,0,0,0
000320250905181154779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853B90B39977464E8D313888BC5F3849,"テイクアウト","キンパ T.O","","",834,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181313169,2025/09/05,18:13:11,2025/09/05,19:19:28,8503,8503,0,0,0,7730,773,0,8503,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,01:06:17,"A5",0003,"サジャニン","未設定",5E48D6642A1242E2BB5405332AD823A1,"ソフトドリンク","ジンジャーエール","","",350,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250905181313169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5E48D6642A1242E2BB5405332AD823A1,"ごはん、麺類、チジミ","盛岡冷麺","","",950,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181313169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5E48D6642A1242E2BB5405332AD823A1,"マッコリ、マッコリカクテル","マッコリグラス","グラスマッコリ","",500,3,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181313169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5E48D6642A1242E2BB5405332AD823A1,"ネネチキン","ヤンニョムチキン","ハーフ","",2000,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181313169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5E48D6642A1242E2BB5405332AD823A1,"お通し（席料）","席料（お通し）","","",300,2,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181313169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5E48D6642A1242E2BB5405332AD823A1,"フレーバー選択","ヤンニョム","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181313169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5E48D6642A1242E2BB5405332AD823A1,"フレーバー選択","フライド","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181313169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5E48D6642A1242E2BB5405332AD823A1,"アラカルト、一品","チュクミポックン(イイダコ甘辛炒め)","","",1480,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905181313169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5E48D6642A1242E2BB5405332AD823A1,"エビカンジョン","エビカンジョンハーフ＆ハーフ（2種6P）","","",850,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905170033521,2025/09/05,17:00:31,2025/09/05,19:35:46,14322,10758,3564,0,0,13080,1242,0,14322,1242,20000,0,0,0,0,0,0,0,0,0,0,0,5678,0,0,0,0,2,13,02:35:15,"B4",0003,"サジャニン","未設定",25F83BDBF24141FC974A4A21842DDC72,"ソフトドリンク","とうもろこし茶","アイス","",350,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250905170033521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25F83BDBF24141FC974A4A21842DDC72,"アラカルト、一品","ケランチム","","",900,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905170033521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25F83BDBF24141FC974A4A21842DDC72,"アラカルト、一品","センマイ刺し","","",980,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905170033521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25F83BDBF24141FC974A4A21842DDC72,"スープ、純豆腐など","スンドゥブ","海鮮スンドゥブ","",1280,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905170033521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25F83BDBF24141FC974A4A21842DDC72,"ウイスキー、ハイボール","ジンビームハイボール","ジンビームハイボール","",500,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905170033521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25F83BDBF24141FC974A4A21842DDC72,"焼酎、韓国焼酎、チャミスル","チャミスルボトル","チャミスル オリジナル","",980,3,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905170033521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25F83BDBF24141FC974A4A21842DDC72,"お通し（席料）","席料（お通し）","","",300,2,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905170033521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25F83BDBF24141FC974A4A21842DDC72,"揚げ物、フライ","チーズボール","","",750,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905170033521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25F83BDBF24141FC974A4A21842DDC72,"テイクアウト","NENEハーフ&ハーフ骨なし T.O","通常","",3300,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905170033521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25F83BDBF24141FC974A4A21842DDC72,"アラカルト、一品","チュクミポックン(イイダコ甘辛炒め)","","",1480,1,0,0,-,0,,,,,,,,"",0,0,0,0
000320250905192314282,2025/09/05,19:40:07,2025/09/05,19:40:07,4104,0,4104,0,0,3800,304,0,4104,304,0,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,00:00:00,"伝票00036216",0003,"サジャニン","未設定",B7345A7FD6FB4A22815E80C4BE9BC1E3,"テイクアウト","チーズハットク T.O","","",500,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
000320250905192314282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7345A7FD6FB4A22815E80C4BE9BC1E3,"テイクアウト","NENEハーフ&ハーフ骨なし T.O","通常","",3300,1,0,0,-,0,,,,,,,,"",0,0,0,0
000320250905172906505,2025/09/05,19:54:54,2025/09/05,19:54:54,3996,0,3996,0,0,3700,296,0,3996,296,0,3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,00:00:00,"伝票00036209",0003,"サジャニン","未設定",DEB8584B416F47CFB62B3B71F564397D,"テイクアウト","NENEハーフ&ハーフ骨なし T.O","ソース系+1","",3500,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
000320250905172906505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEB8584B416F47CFB62B3B71F564397D,"テイクアウト","チキンム T.O","","",200,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905184603984,2025/09/05,18:45:59,2025/09/05,19:57:21,7887,7887,0,0,0,7170,717,0,7887,717,0,7887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,01:11:22,"B1",0003,"サジャニン","未設定",30ED29E8F85046F8BDE0F507D33A170E,"韓国ソフトドリンク","ナシジュース","","",380,4,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250905184603984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30ED29E8F85046F8BDE0F507D33A170E,"プレート料理","ネネUFOフォンデュ(2人前)10本","","",3100,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905184603984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30ED29E8F85046F8BDE0F507D33A170E,"ごはん、麺類、チジミ","チーズキンパ","","",1200,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905184603984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30ED29E8F85046F8BDE0F507D33A170E,"デザート、スナック","チーズボール","","",750,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905184603984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30ED29E8F85046F8BDE0F507D33A170E,"お通し（席料）","席料（お通し）","","",300,2,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905184603984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30ED29E8F85046F8BDE0F507D33A170E,"トッピング","ヤンニョムチキン","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905184603984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30ED29E8F85046F8BDE0F507D33A170E,"トッピング","ホットブリングチキン","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905182515337,2025/09/05,18:25:13,2025/09/05,19:57:57,8690,8690,0,0,0,7900,790,0,8690,790,9000,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,2,10,01:32:43,"A1",0003,"サジャニン","未設定",8E46BEA32746478789242532AFF47935,"ごはん、麺類、チジミ","キンパ","","",850,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250905182515337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8E46BEA32746478789242532AFF47935,"スープ、純豆腐など","スンドゥブ","海鮮スンドゥブ","",1280,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905182515337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8E46BEA32746478789242532AFF47935,"カクテル各種","カシスグレープフルーツ","","",550,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905182515337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8E46BEA32746478789242532AFF47935,"カクテル各種","カシスソーダ","","",550,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905182515337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8E46BEA32746478789242532AFF47935,"ネネチキン","NENE BOX（箱）","","",70,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905182515337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8E46BEA32746478789242532AFF47935,"お通し（席料）","席料（お通し）","","",300,2,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905182515337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8E46BEA32746478789242532AFF47935,"ネネチキン","あり ハーフ&ハーフチキン","","",3550,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905182515337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8E46BEA32746478789242532AFF47935,"アラカルト、一品","カクテキ　大根キムチ","","",450,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905182515337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8E46BEA32746478789242532AFF47935,"フレーバー選択","スパイシースノーウイング（甘辛チーズ）","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905185143733,2025/09/05,18:51:42,2025/09/05,20:50:47,5148,5148,0,0,0,4680,468,0,5148,468,0,0,0,0,0,5148,0,0,0,0,0,0,0,0,0,0,0,1,11,01:59:05,"A4",0003,"サジャニン","未設定",E7EE23FCE7574411A124AB57153B755A,"揚げ物、フライ","フライドポテト","","",650,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
HD0020250905185143733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7EE23FCE7574411A124AB57153B755A,"ネネチキン","NENE BOX（箱）","","",70,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905185143733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7EE23FCE7574411A124AB57153B755A,"ソフトドリンク","レモネード","","",350,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905185143733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7EE23FCE7574411A124AB57153B755A,"お通し（席料）","席料（お通し）","","",300,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905185143733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7EE23FCE7574411A124AB57153B755A,"ネネチキン","ハーフ&ハーフチキン","","",3300,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905185143733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7EE23FCE7574411A124AB57153B755A,"サービス、店員呼び出し、その他","ハシ（チョッカラ）","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905185143733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7EE23FCE7574411A124AB57153B755A,"サービス、店員呼び出し、その他","おしぼり","","",10,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905185143733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7EE23FCE7574411A124AB57153B755A,"サービス、店員呼び出し、その他","店員呼び出し","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905185143733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7EE23FCE7574411A124AB57153B755A,"フレーバー選択","ヤンニョム","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905185143733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7EE23FCE7574411A124AB57153B755A,"フレーバー選択","スパイシースノーウイング（甘辛チーズ）","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
HD0020250905185143733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E7EE23FCE7574411A124AB57153B755A,"ポテトフレーバー選択","塩","","",0,1,0,0,-,0,,,,,,,,"",0,0,0,0
000320250905201716990,2025/09/05,20:51:19,2025/09/05,20:51:19,3510,0,3510,0,0,3250,260,0,3510,260,10000,0,0,0,0,0,0,0,0,0,0,0,6490,0,0,0,0,1,1,00:00:00,"伝票00036220",0003,"サジャニン","未設定",42BF5F46E9AE4A45837EFF36F125F865,"テイクアウト","ヤンニョムチキン T.O骨なし","1羽","",3250,1,0,0,-,0,0,0,0,0,0,0,0,"",0,0,0,0
