H.伝票番号,H.曜日,H.伝票発行日,H.テーブル番号,H.客数（合計）,H.小計,D.オーダー番号,D.商品カテゴリ1,D.商品カテゴリ2,D.帳票集計対象商品,D.商品,D.価格,D.数量,D.オーダー担当者,D.オーダー日時,D.オーダーキャンセル担当者,D.オーダーキャンセル日時,D.オーダーステータス
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,2,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/01 18:57:02,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,3,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/01 18:57:02,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,4,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/01 18:57:02,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,5,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/01 18:57:02,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,6,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/01 18:57:02,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,7,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/01 19:20:55,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,8,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/01 19:20:55,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,9,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/01 19:20:55,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,10,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/01 19:20:55,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,11,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/01 19:20:55,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,12,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/01 19:20:55,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,13,フード,揚げ物,Yes,00000000057:若鶏唐揚げ,560,1,0104:アルバイト,2025/08/01 19:25:38,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,14,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0104:アルバイト,2025/08/01 19:25:38,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,15,フード,サラダ,Yes,00000000460:タコとトマトの大葉マリネ,890,1,0104:アルバイト,2025/08/01 19:25:38,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,16,フード,揚げ物,Yes,00000000434:ししゃも大葉巻き,880,1,0104:アルバイト,2025/08/01 19:25:38,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,17,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0102:店長,2025/08/01 19:42:14,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,18,フード,刺身,Yes,00000000186:カツオたたき,630,1,0103:社員,2025/08/01 20:38:23,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,19,フード,刺身,Yes,00000000186:カツオたたき,630,1,0103:社員,2025/08/01 20:38:23,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,20,フード,逸品料理,Yes,00000000423:蒸しエビ餃子,630,1,0103:社員,2025/08/01 20:38:23,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,21,フード,逸品料理,Yes,00000000423:蒸しエビ餃子,630,1,0103:社員,2025/08/01 20:38:23,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,22,フード,おつまみ,Yes,00000000219:よだれ鶏,680,1,0104:アルバイト,2025/08/01 20:43:22,, ,20:配膳済
No:202500100002573,金,2025/08/01 18:57:02,000000014:T14,6,23375,23,フード,逸品料理,Yes,00000000211:明太だし巻き卵,680,1,0104:アルバイト,2025/08/01 20:43:22,, ,20:配膳済
No:202500100002574,金,2025/08/01 18:57:20,000000005:T5,3,10500,1,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/01 18:57:20,, ,20:配膳済
No:202500100002574,金,2025/08/01 18:57:20,000000005:T5,3,10500,2,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/01 18:57:20,, ,20:配膳済
No:202500100002574,金,2025/08/01 18:57:20,000000005:T5,3,10500,3,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/01 18:57:20,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,1,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/01 19:03:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,2,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/01 19:03:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,3,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/01 19:03:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,4,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/01 19:03:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,5,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/01 19:03:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,6,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/01 19:03:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,7,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/01 19:07:07,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,8,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/01 19:07:07,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,9,ドリンク,サワー,Yes,00000000119:すりおろしりんごサワー,450,1,0102:店長,2025/08/01 19:07:07,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,10,ドリンク,サワー,Yes,00000000119:すりおろしりんごサワー,450,1,0102:店長,2025/08/01 19:07:07,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,11,フード,逸品料理,Yes,00000000211:明太だし巻き卵,680,1,0103:社員,2025/08/01 19:13:10,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,12,フード,焼き物,Yes,00000000192:焼鳥七点盛り合わせ,950,1,0103:社員,2025/08/01 19:13:10,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,13,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0103:社員,2025/08/01 19:13:10,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,14,フード,サラダ,Yes,00000000020:気まくれ海鮮サラダ,780,1,0103:社員,2025/08/01 19:13:10,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,15,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0104:アルバイト,2025/08/01 19:21:42,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,16,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0103:社員,2025/08/01 19:32:54,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,17,ドリンク,梅酒,Yes,00000000131:すっきり梅酒,450,1,0103:社員,2025/08/01 19:32:54,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,18,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0104:アルバイト,2025/08/01 19:43:47,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,19,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0104:アルバイト,2025/08/01 19:58:20,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,20,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0104:アルバイト,2025/08/01 19:58:20,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,21,フード,逸品料理,Yes,00000000424:ネギマヨ餃子,460,1,0103:社員,2025/08/01 20:13:20,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,22,フード,逸品料理,Yes,00000000424:ネギマヨ餃子,460,1,0103:社員,2025/08/01 20:13:20,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,23,フード,逸品料理,Yes,00000000207:揚げ出し豆腐,680,1,0103:社員,2025/08/01 20:13:20,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,24,フード,逸品料理,Yes,00000000204:牛すじ煮込み,680,1,0103:社員,2025/08/01 20:13:20,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,25,ドリンク,梅酒,Yes,00000000131:すっきり梅酒,450,1,0103:社員,2025/08/01 20:13:20,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,26,ドリンク,カクテル,Yes,00000000133:カシスオレンジ,480,1,0103:社員,2025/08/01 20:13:20,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,27,ドリンク,ソフトドリンク,Yes,00000000169:マンゴージュース,350,1,0103:社員,2025/08/01 20:13:20,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,28,ドリンク,梅酒,Yes,00000000130:南高梅酒,450,1,0104:アルバイト,2025/08/01 20:19:19,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,29,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0103:社員,2025/08/01 20:25:57,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,30,ドリンク,サワー,Yes,00000000113:レモンサワー,450,1,0103:社員,2025/08/01 20:25:57,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,31,ドリンク,ソフトドリンク,Yes,00000000161:黒烏龍茶アイス,350,1,0104:アルバイト,2025/08/01 20:39:42,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,32,ドリンク,サワー,Yes,00000000113:レモンサワー,450,1,0102:店長,2025/08/01 20:44:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,33,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0102:店長,2025/08/01 20:44:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,34,ドリンク,ソフトドリンク,Yes,00000000161:黒烏龍茶アイス,350,1,0102:店長,2025/08/01 20:44:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,35,フード,逸品料理,Yes,00000000206:とんぺい焼き,780,1,0102:店長,2025/08/01 20:44:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,36,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0102:店長,2025/08/01 20:44:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,37,フード,揚げ物,Yes,00000000434:ししゃも大葉巻き,880,1,0102:店長,2025/08/01 20:44:35,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,38,ドリンク,サワー,Yes,00000000114:シークワーサーサワー,450,1,0103:社員,2025/08/01 21:24:10,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,39,ドリンク,ソフトドリンク,Yes,00000000161:黒烏龍茶アイス,350,1,0103:社員,2025/08/01 21:24:10,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,40,ドリンク,ソフトドリンク,Yes,00000000161:黒烏龍茶アイス,350,1,0103:社員,2025/08/01 21:24:10,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,41,ドリンク,サワー,Yes,00000000113:レモンサワー,450,1,0103:社員,2025/08/01 21:24:10,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,42,ドリンク,サワー,Yes,00000000113:レモンサワー,450,1,0103:社員,2025/08/01 21:24:10,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,43,フード,焼き物,Yes,00000000048:エイヒレ炙り,530,1,0102:店長,2025/08/01 21:32:55,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,44,フード,焼き物,Yes,00000000194:イカの一夜干し,680,1,0102:店長,2025/08/01 21:32:55,, ,20:配膳済
No:202500100002575,金,2025/08/01 19:03:35,000000010:T10,6,23995,45,ドリンク,梅酒,Yes,00000000131:すっきり梅酒,450,1,0102:店長,2025/08/01 21:32:55,, ,20:配膳済
No:202500100002576,金,2025/08/01 19:28:50,000000002:T2,5,19598,1,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/01 19:28:50,0101:オーナー,2025/08/01 19:36:35,30:キャンセル済
No:202500100002576,金,2025/08/01 19:28:50,000000002:T2,5,19598,2,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/01 19:28:50,, ,20:配膳済
No:202500100002576,金,2025/08/01 19:28:50,000000002:T2,5,19598,3,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/01 19:28:50,, ,20:配膳済
No:202500100002576,金,2025/08/01 19:28:50,000000002:T2,5,19598,4,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/01 19:28:50,, ,20:配膳済
No:202500100002576,金,2025/08/01 19:28:50,000000002:T2,5,19598,5,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/01 19:28:50,, ,20:配膳済
No:202500100002576,金,2025/08/01 19:28:50,000000002:T2,5,19598,6,コース,コース,Yes,00000000407:3500円コース,3500,1,0101:オーナー,2025/08/01 19:36:35,, ,20:配膳済
No:202500100002576,金,2025/08/01 19:28:50,000000002:T2,5,19598,7,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/01 20:04:47,, ,20:配膳済
No:202500100002576,金,2025/08/01 19:28:50,000000002:T2,5,19598,8,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/01 20:06:17,, ,20:配膳済
No:202500100002576,金,2025/08/01 19:28:50,000000002:T2,5,19598,9,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0104:アルバイト,2025/08/01 20:18:51,, ,20:配膳済
No:202500100002576,金,2025/08/01 19:28:50,000000002:T2,5,19598,10,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0103:社員,2025/08/01 21:02:43,, ,20:配膳済
No:202500100002577,金,2025/08/01 20:17:44,000000006:T6,3,6215,1,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/01 20:17:44,, ,20:配膳済
No:202500100002577,金,2025/08/01 20:17:44,000000006:T6,3,6215,2,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/01 20:17:44,, ,20:配膳済
No:202500100002577,金,2025/08/01 20:17:44,000000006:T6,3,6215,3,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/01 20:17:44,, ,20:配膳済
No:202500100002577,金,2025/08/01 20:17:44,000000006:T6,3,6215,4,コース,コース,Yes,00000000353:1h飲み放題,1000,1,0101:オーナー,2025/08/01 20:17:44,, ,20:配膳済
No:202500100002577,金,2025/08/01 20:17:44,000000006:T6,3,6215,5,コース,コース,Yes,00000000353:1h飲み放題,1000,1,0101:オーナー,2025/08/01 20:17:44,, ,20:配膳済
No:202500100002577,金,2025/08/01 20:17:44,000000006:T6,3,6215,6,コース,コース,Yes,00000000353:1h飲み放題,1000,1,0101:オーナー,2025/08/01 20:17:44,, ,20:配膳済
No:202500100002577,金,2025/08/01 20:17:44,000000006:T6,3,6215,7,フード,揚げ物,Yes,00000000061:ポテトフライ,480,1,0103:社員,2025/08/01 20:20:30,, ,20:配膳済
No:202500100002577,金,2025/08/01 20:17:44,000000006:T6,3,6215,8,フード,おつまみ,Yes,00000000022:タコわさび,450,1,0103:社員,2025/08/01 20:20:30,, ,20:配膳済
No:202500100002577,金,2025/08/01 20:17:44,000000006:T6,3,6215,9,フード,焼き物,Yes,00000000049:子持ちししゃも,580,1,0103:社員,2025/08/01 20:20:30,, ,20:配膳済
No:202500100002578,金,2025/08/01 20:46:49,000000012:T12,2,4563,1,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/01 20:46:49,, ,20:配膳済
No:202500100002578,金,2025/08/01 20:46:49,000000012:T12,2,4563,2,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/01 20:46:49,, ,20:配膳済
No:202500100002578,金,2025/08/01 20:46:49,000000012:T12,2,4563,3,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0102:店長,2025/08/01 20:49:20,, ,20:配膳済
No:202500100002578,金,2025/08/01 20:46:49,000000012:T12,2,4563,4,ドリンク,ハイボール,Yes,00000000109:碧ハイボール,850,1,0102:店長,2025/08/01 20:49:20,, ,20:配膳済
No:202500100002578,金,2025/08/01 20:46:49,000000012:T12,2,4563,5,フード,おつまみ,Yes,00000000023:梅水晶,450,1,0102:店長,2025/08/01 20:49:20,, ,20:配膳済
No:202500100002578,金,2025/08/01 20:46:49,000000012:T12,2,4563,6,フード,おつまみ,Yes,00000000027:冷やしトマト,420,1,0102:店長,2025/08/01 20:49:20,, ,20:配膳済
No:202500100002578,金,2025/08/01 20:46:49,000000012:T12,2,4563,7,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0104:アルバイト,2025/08/01 21:51:26,, ,20:配膳済
No:202500100002578,金,2025/08/01 20:46:49,000000012:T12,2,4563,8,ドリンク,ジンソーダ,Yes,00000000111:翠ジンソーダメガ,0,0,0104:アルバイト,2025/08/01 21:51:26,0104:アルバイト,2025/08/01 21:51:34,30:キャンセル済
No:202500100002578,金,2025/08/01 20:46:49,000000012:T12,2,4563,9,ドリンク,ハイボール,Yes,00000000104:メガジムビームハイボール,880,1,0104:アルバイト,2025/08/01 21:51:45,, ,20:配膳済
No:202500100002579,金,2025/08/01 20:50:47,000000001:T1,3,13894,1,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/01 20:50:47,, ,20:配膳済
No:202500100002579,金,2025/08/01 20:50:47,000000001:T1,3,13894,2,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/01 20:50:47,, ,20:配膳済
No:202500100002579,金,2025/08/01 20:50:47,000000001:T1,3,13894,3,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/01 20:50:47,, ,20:配膳済
No:202500100002579,金,2025/08/01 20:50:47,000000001:T1,3,13894,4,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0103:社員,2025/08/01 20:51:54,, ,20:配膳済
No:202500100002579,金,2025/08/01 20:50:47,000000001:T1,3,13894,5,ドリンク,ハイボール,Yes,00000000101:角ハイボール,520,1,0103:社員,2025/08/01 20:51:54,, ,20:配膳済
No:202500100002579,金,2025/08/01 20:50:47,000000001:T1,3,13894,6,フード,サラダ,Yes,00000000224:しらすのパスタ,1280,1,0103:社員,2025/08/01 20:56:41,, ,20:配膳済
