H.伝票番号,H.曜日,H.伝票発行日,H.テーブル番号,H.客数（合計）,H.小計,D.オーダー番号,D.商品カテゴリ1,D.商品カテゴリ2,D.帳票集計対象商品,D.商品,D.価格,D.数量,D.オーダー担当者,D.オーダー日時,D.オーダーキャンセル担当者,D.オーダーキャンセル日時,D.オーダーステータス
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,4,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0103:社員,2025/08/08 17:37:02,, ,20:配膳済
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,5,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0103:社員,2025/08/08 17:37:02,, ,20:配膳済
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,6,フード,サラダ,Yes,00000000019:温玉入シーザーサラダ,680,1,0103:社員,2025/08/08 17:37:02,, ,20:配膳済
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,7,フード,おつまみ,Yes,00000000027:冷やしトマト,420,1,0103:社員,2025/08/08 17:37:02,, ,20:配膳済
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,8,フード,おつまみ,Yes,00000000220:味付けうずら卵,420,1,0103:社員,2025/08/08 17:37:02,, ,20:配膳済
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,9,フード,焼き物,Yes,00000000037:砂肝串,150,1,0103:社員,2025/08/08 17:37:02,, ,20:配膳済
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,10,フード,焼き物,Yes,00000000035:ぼんじり串,140,1,0103:社員,2025/08/08 17:37:02,, ,20:配膳済
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,11,フード,揚げ物,Yes,00000000063:ｶﾏﾝﾍﾞｰﾙﾁｰｽﾞﾌﾗｲ,580,1,0103:社員,2025/08/08 17:37:02,, ,20:配膳済
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,12,ドリンク,ジンソーダ,Yes,00000000110:翠ジンソーダ,450,1,0103:社員,2025/08/08 18:31:37,, ,20:配膳済
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,13,ドリンク,ジンソーダ,Yes,00000000110:翠ジンソーダ,450,1,0103:社員,2025/08/08 18:31:37,, ,20:配膳済
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,14,フード,おつまみ,Yes,00000000184:甘酢きゅうり,0,0,0103:社員,2025/08/08 18:31:37,0103:社員,2025/08/08 18:32:10,30:キャンセル済
No:202500100002658,金,2025/08/08 17:31:43,000000002:T2,2,6596,15,フード,おつまみ,Yes,00000000026:胡瓜のたたき,380,1,0103:社員,2025/08/08 18:32:22,, ,20:配膳済
No:202500100002659,金,2025/08/08 18:04:59,000000009:T9,6,28800,1,コース,コース,Yes,00000000410:4800コース,4800,1,0101:オーナー,2025/08/08 18:04:59,, ,20:配膳済
No:202500100002659,金,2025/08/08 18:04:59,000000009:T9,6,28800,2,コース,コース,Yes,00000000410:4800コース,4800,1,0101:オーナー,2025/08/08 18:04:59,, ,20:配膳済
No:202500100002659,金,2025/08/08 18:04:59,000000009:T9,6,28800,3,コース,コース,Yes,00000000410:4800コース,4800,1,0101:オーナー,2025/08/08 18:04:59,, ,20:配膳済
No:202500100002659,金,2025/08/08 18:04:59,000000009:T9,6,28800,4,コース,コース,Yes,00000000410:4800コース,4800,1,0101:オーナー,2025/08/08 18:04:59,, ,20:配膳済
No:202500100002659,金,2025/08/08 18:04:59,000000009:T9,6,28800,5,コース,コース,Yes,00000000410:4800コース,4800,1,0101:オーナー,2025/08/08 18:04:59,, ,20:配膳済
No:202500100002659,金,2025/08/08 18:04:59,000000009:T9,6,28800,6,コース,コース,Yes,00000000410:4800コース,4800,1,0101:オーナー,2025/08/08 18:04:59,, ,20:配膳済
No:202500100002660,金,2025/08/08 18:05:15,000000005:T5,11,41800,1,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/08 18:05:15,, ,20:配膳済
No:202500100002660,金,2025/08/08 18:05:15,000000005:T5,11,41800,2,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/08 18:05:15,, ,20:配膳済
No:202500100002660,金,2025/08/08 18:05:15,000000005:T5,11,41800,3,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/08 18:05:15,, ,20:配膳済
No:202500100002660,金,2025/08/08 18:05:15,000000005:T5,11,41800,4,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/08 18:05:15,, ,20:配膳済
No:202500100002660,金,2025/08/08 18:05:15,000000005:T5,11,41800,5,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/08 18:05:15,, ,20:配膳済
No:202500100002660,金,2025/08/08 18:05:15,000000005:T5,11,41800,6,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/08 18:05:15,, ,20:配膳済
No:202500100002660,金,2025/08/08 18:05:15,000000005:T5,11,41800,7,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/08 18:05:15,, ,20:配膳済
No:202500100002660,金,2025/08/08 18:05:15,000000005:T5,11,41800,8,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/08 18:05:15,, ,20:配膳済
No:202500100002660,金,2025/08/08 18:05:15,000000005:T5,11,41800,9,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/08 18:05:15,, ,20:配膳済
No:202500100002660,金,2025/08/08 18:05:15,000000005:T5,11,41800,10,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/08 18:05:15,, ,20:配膳済
No:202500100002660,金,2025/08/08 18:05:15,000000005:T5,11,41800,11,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/08 18:05:15,, ,20:配膳済
No:202500100002661,金,2025/08/08 18:31:45,000000011:T11,2,6649,1,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/08 18:31:45,, ,20:配膳済
No:202500100002661,金,2025/08/08 18:31:45,000000011:T11,2,6649,2,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/08 18:31:45,, ,20:配膳済
No:202500100002661,金,2025/08/08 18:31:45,000000011:T11,2,6649,3,ドリンク,ソフトドリンク,Yes,00000000161:黒烏龍茶アイス,350,1,0104:アルバイト,2025/08/08 18:38:57,, ,20:配膳済
No:202500100002661,金,2025/08/08 18:31:45,000000011:T11,2,6649,4,ドリンク,サワー,Yes,00000000113:レモンサワー,450,1,0104:アルバイト,2025/08/08 18:38:57,, ,20:配膳済
No:202500100002661,金,2025/08/08 18:31:45,000000011:T11,2,6649,5,フード,サラダ,Yes,00000000460:タコとトマトの大葉マリネ,890,1,0104:アルバイト,2025/08/08 18:38:57,, ,20:配膳済
No:202500100002661,金,2025/08/08 18:31:45,000000011:T11,2,6649,6,フード,サラダ,Yes,00000000425:点心三種盛り,580,1,0104:アルバイト,2025/08/08 18:38:57,, ,20:配膳済
No:202500100002661,金,2025/08/08 18:31:45,000000011:T11,2,6649,7,フード,逸品料理,Yes,00000000207:揚げ出し豆腐,680,1,0104:アルバイト,2025/08/08 18:38:57,, ,20:配膳済
No:202500100002661,金,2025/08/08 18:31:45,000000011:T11,2,6649,8,フード,サラダ,Yes,00000000429:ホタテといくらのカルパッチョ,1000,1,0103:社員,2025/08/08 19:14:32,, ,20:配膳済
No:202500100002661,金,2025/08/08 18:31:45,000000011:T11,2,6649,9,ドリンク,サワー,Yes,00000000113:レモンサワー,450,1,0103:社員,2025/08/08 19:14:32,, ,20:配膳済
No:202500100002661,金,2025/08/08 18:31:45,000000011:T11,2,6649,10,ドリンク,ソフトドリンク,Yes,00000000161:黒烏龍茶アイス,350,1,0104:アルバイト,2025/08/08 20:04:57,, ,20:配膳済
No:202500100002661,金,2025/08/08 18:31:45,000000011:T11,2,6649,11,フード,逸品料理,Yes,00000000211:明太だし巻き卵,680,1,0104:アルバイト,2025/08/08 20:04:57,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,1,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/08 18:31:52,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,2,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/08 18:31:52,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,3,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/08 18:31:52,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,4,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/08 18:31:52,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,5,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/08 18:31:52,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,6,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/08 18:31:52,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,7,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/08 18:31:52,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,8,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/08 18:40:53,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,9,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/08 18:40:53,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,10,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/08 18:40:53,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,11,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/08 18:40:53,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,12,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/08 18:40:53,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,13,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/08 18:40:53,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,14,コース,コース,Yes,00000000354:2h飲み放題,2000,1,0101:オーナー,2025/08/08 18:40:53,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,15,フード,焼き物,Yes,00000000192:焼鳥七点盛り合わせ,950,1,0103:社員,2025/08/08 18:47:25,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,16,フード,おつまみ,Yes,00000000182:枝豆,380,1,0103:社員,2025/08/08 18:47:25,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,17,フード,揚げ物,Yes,00000000061:ポテトフライ,480,1,0103:社員,2025/08/08 18:47:25,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,18,フード,おつまみ,Yes,00000000028:アボカド刺し,420,1,0103:社員,2025/08/08 18:47:25,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,19,フード,逸品料理,Yes,00000000206:とんぺい焼き,780,1,0103:社員,2025/08/08 18:47:25,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,20,フード,揚げ物,Yes,00000000057:若鶏唐揚げ,560,1,0103:社員,2025/08/08 19:30:33,, ,20:配膳済
No:202500100002662,金,2025/08/08 18:31:52,000000007:T7,7,23001,21,フード,逸品料理,Yes,00000000211:明太だし巻き卵,680,1,0103:社員,2025/08/08 19:30:33,, ,20:配膳済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,1,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/08 16:55:53,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,2,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/08 16:55:53,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,3,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/08 16:55:53,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,4,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/08 16:55:53,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,5,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/08 16:55:53,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,6,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/08 16:55:53,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,7,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/08 16:55:53,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,8,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/08 16:55:53,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,9,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/08 16:55:53,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,10,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/08 16:55:53,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,11,ドリンク,ビール,Yes,00000000097:生ビール,0,0,0103:社員,2025/08/08 17:05:39,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,12,ドリンク,ビール,Yes,00000000097:生ビール,0,0,0103:社員,2025/08/08 17:05:39,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,13,ドリンク,ビール,Yes,00000000097:生ビール,0,0,0103:社員,2025/08/08 17:05:39,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,14,ドリンク,ビール,Yes,00000000097:生ビール,0,0,0103:社員,2025/08/08 17:05:39,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,15,ドリンク,ビール,Yes,00000000097:生ビール,0,0,0103:社員,2025/08/08 17:05:39,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,16,ドリンク,サワー,Yes,00000000115:白桃サワー,0,0,0103:社員,2025/08/08 17:05:39,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,17,ドリンク,サワー,Yes,00000000113:レモンサワー,0,0,0103:社員,2025/08/08 17:05:39,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,18,ドリンク,サワー,Yes,00000000113:レモンサワー,0,0,0103:社員,2025/08/08 17:05:39,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,19,ドリンク,ソフトドリンク,Yes,00000000167:ジンジャーエール,0,0,0103:社員,2025/08/08 17:05:39,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,20,ドリンク,お茶割,Yes,00000000120:黒ウーロンハイ,0,0,0104:アルバイト,2025/08/08 17:06:45,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,21,ドリンク,お茶割,Yes,00000000120:黒ウーロンハイ,0,0,0104:アルバイト,2025/08/08 17:06:45,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,22,フード,お通し,Yes,00000000362:お通し,0,0,0101:オーナー,2025/08/08 17:06:45,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,23,フード,逸品料理,Yes,00000000208:手作り小籠包,0,0,0103:社員,2025/08/08 17:13:23,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,24,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,0,0,0103:社員,2025/08/08 17:13:23,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,25,フード,サラダ,Yes,00000000020:気まくれ海鮮サラダ,0,0,0103:社員,2025/08/08 17:13:23,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,26,フード,焼き物,Yes,00000000194:イカの一夜干し,0,0,0103:社員,2025/08/08 17:13:23,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,27,フード,焼き物,Yes,00000000192:焼鳥七点盛り合わせ,0,0,0103:社員,2025/08/08 17:13:23,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,28,フード,逸品料理,Yes,00000000211:明太だし巻き卵,0,0,0103:社員,2025/08/08 17:13:23,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,29,フード,逸品料理,Yes,00000000423:蒸しエビ餃子,0,0,0103:社員,2025/08/08 17:13:23,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,30,フード,サラダ,Yes,00000000221:レバーの唐揚げ,0,0,0103:社員,2025/08/08 17:13:23,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,31,フード,おつまみ,Yes,00000000031:ｱﾎﾞｶﾄﾞ漬鮪のぶつ切り,0,0,0104:アルバイト,2025/08/08 17:20:08,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,32,ドリンク,ビール,Yes,00000000097:生ビール,0,0,0104:アルバイト,2025/08/08 17:20:51,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,33,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,0,0,0104:アルバイト,2025/08/08 17:30:12,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,34,ドリンク,ビール,Yes,00000000097:生ビール,0,0,0104:アルバイト,2025/08/08 17:30:41,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,35,ドリンク,ビール,Yes,00000000097:生ビール,0,0,0104:アルバイト,2025/08/08 17:30:41,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,36,ドリンク,ビール,Yes,00000000097:生ビール,0,0,0104:アルバイト,2025/08/08 17:30:41,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,37,フード,焼き物,Yes,00000000194:イカの一夜干し,0,0,0104:アルバイト,2025/08/08 17:34:33,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,38,ドリンク,ソフトドリンク,Yes,00000000161:黒烏龍茶アイス,0,0,0102:店長,2025/08/08 17:35:48,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,39,ドリンク,ソフトドリンク,Yes,00000000161:黒烏龍茶アイス,0,0,0102:店長,2025/08/08 17:35:48,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,40,ドリンク,サワー,Yes,00000000113:レモンサワー,0,0,0102:店長,2025/08/08 17:35:48,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,41,ドリンク,マッコリ,Yes,00000000157:ソウルマッコリ,0,0,0102:店長,2025/08/08 17:35:48,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,42,フード,おつまみ,Yes,00000000023:梅水晶,0,0,0104:アルバイト,2025/08/08 17:52:52,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,43,フード,サラダ,Yes,00000000428:パリパリチーズ,0,0,0104:アルバイト,2025/08/08 17:52:52,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,44,ドリンク,サワー,Yes,00000000415:スイカサワー,0,0,0104:アルバイト,2025/08/08 18:01:54,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,45,ドリンク,サワー,Yes,00000000415:スイカサワー,0,0,0104:アルバイト,2025/08/08 18:01:54,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,46,ドリンク,ソフトドリンク,Yes,00000000169:マンゴージュース,0,0,0104:アルバイト,2025/08/08 18:01:54,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,47,ドリンク,ビール,Yes,00000000097:生ビール,0,0,0104:アルバイト,2025/08/08 18:01:54,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,48,フード,サラダ,Yes,00000000224:しらすのパスタ,0,0,0103:社員,2025/08/08 18:19:29,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,49,ドリンク,サワー,Yes,00000000118:すりおろし白桃サワー,0,0,0102:店長,2025/08/08 18:37:13,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,50,ドリンク,お茶割,Yes,00000000120:黒ウーロンハイ,0,0,0102:店長,2025/08/08 18:37:13,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,51,ドリンク,サワー,Yes,00000000113:レモンサワー,0,0,0102:店長,2025/08/08 18:37:21,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,52,フード,揚げ物,Yes,00000000057:若鶏唐揚げ,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,53,フード,刺身,Yes,00000000075:サーモン,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,54,フード,焼き物,Yes,00000000191:鶏ハツ,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,55,フード,焼き物,Yes,00000000191:鶏ハツ,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,56,フード,焼き物,Yes,00000000191:鶏ハツ,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,57,フード,焼き物,Yes,00000000034:ネギマ串,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,58,フード,焼き物,Yes,00000000034:ネギマ串,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,59,フード,焼き物,Yes,00000000034:ネギマ串,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,60,フード,お通し,Yes,00000000430:その他,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,61,フード,サラダ,Yes,00000000020:気まくれ海鮮サラダ,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,62,フード,サラダ,Yes,00000000460:タコとトマトの大葉マリネ,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,63,フード,逸品料理,Yes,00000000208:手作り小籠包,0,0,0101:オーナー,2025/08/08 17:11:06,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,64,フード,デザート,Yes,00000000071:アイス(バニラ),0,0,0103:社員,2025/08/08 17:44:48,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,65,フード,サラダ,Yes,00000000224:しらすのパスタ,0,0,0103:社員,2025/08/08 17:47:31,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,66,フード,揚げ物,Yes,00000000434:ししゃも大葉巻き,0,0,0103:社員,2025/08/08 17:47:31,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
No:202500100002663,金,2025/08/08 16:55:53,000000004:T4,11,0,67,ドリンク,サワー,Yes,00000000118:すりおろし白桃サワー,0,0,0102:店長,2025/08/08 18:37:02,0101:オーナー,2025/08/08 18:40:43,30:キャンセル済
